Service Item In Oks,Service Item Description,Customer Name,Pod Name,Data Center Name
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Inland Revenue Department,EKFU-DEV1,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Inland Revenue Department,EKFU-DEV10,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Inland Revenue Department,EKFU-DEV13,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Inland Revenue Department,EKFU-DEV15,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Inland Revenue Department,EKFU-DEV17,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Inland Revenue Department,EKFU-DEV2,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Inland Revenue Department,EKFU-DEV3,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Inland Revenue Department,EKFU-DEV4,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Inland Revenue Department,EKFU-DEV5,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Inland Revenue Department,EKFU-TEST,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Israel Discount Bank Ltd,EHSB,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Israel Discount Bank Ltd,EHSB-DEV1,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Israel Discount Bank Ltd,EHSB-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Itau BBA International plc - Sucursal em Portugal,EOJT,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Itau BBA International plc - Sucursal em Portugal,EOJT-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Jefferies LLC,HDID,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Jefferies LLC,HDID-DEV1,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Jefferies LLC,HDID-DEV2,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Jefferies LLC,HDID-TEST,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Juniper Networks, Inc",EGIA,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Juniper Networks, Inc",EGIA-DEV1,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Juniper Networks, Inc",EGIA-TEST,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Juniper Networks, Inc",EULR,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Juniper Networks, Inc",EULR-TEST,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,KROGER,ELUQ,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,KROGER,ELUQ-DEV1,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,KROGER,ELUQ-DEV15,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,KROGER,ELUQ-DEV17,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,KROGER,ELUQ-DEV19,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,KROGER,ELUQ-DEV2,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,KROGER,ELUQ-DEV21,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,KROGER,ELUQ-DEV23,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,KROGER,ELUQ-DEV29,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,KROGER,ELUQ-DEV3,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,KROGER,ELUQ-DEV37,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,KROGER,ELUQ-DEV7,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,KROGER,ELUQ-DEV8,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,KROGER,ELUQ-TEST,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kaiser Foundation Hospitals,HDIU,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kaiser Foundation Hospitals,HDIU-DEV1,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kaiser Foundation Hospitals,HDIU-DEV11,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kaiser Foundation Hospitals,HDIU-DEV12,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kaiser Foundation Hospitals,HDIU-DEV13,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kaiser Foundation Hospitals,HDIU-DEV16,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kaiser Foundation Hospitals,HDIU-DEV17,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kaiser Foundation Hospitals,HDIU-DEV18,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kaiser Foundation Hospitals,HDIU-DEV19,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kaiser Foundation Hospitals,HDIU-DEV2,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kaiser Foundation Hospitals,HDIU-DEV20,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kaiser Foundation Hospitals,HDIU-DEV21,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kaiser Foundation Hospitals,HDIU-DEV22,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kaiser Foundation Hospitals,HDIU-DEV23,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kaiser Foundation Hospitals,HDIU-DEV24,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kaiser Foundation Hospitals,HDIU-DEV25,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kaiser Foundation Hospitals,HDIU-DEV3,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kaiser Foundation Hospitals,HDIU-DEV4,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kaiser Foundation Hospitals,HDIU-DEV5,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kaiser Foundation Hospitals,HDIU-DEV8,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kaiser Foundation Hospitals,HDIU-DEV9,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kaiser Foundation Hospitals,HDIU-TEST,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kamal Osman Jamjoom Group LLC,EPZB,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kamal Osman Jamjoom Group LLC,EPZB-DEV1,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kamal Osman Jamjoom Group LLC,EPZB-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Katoen Natie International S.A.,ERZI,eu-amsterdam-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Katoen Natie International S.A.,ERZI-DEV1,eu-amsterdam-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Katoen Natie International S.A.,ERZI-DEV2,eu-amsterdam-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Katoen Natie International S.A.,ERZI-DEV3,eu-amsterdam-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Katoen Natie International S.A.,ERZI-DEV4,eu-amsterdam-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Katoen Natie International S.A.,ERZI-TEST,eu-amsterdam-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kornit Digital,EVBP,eu-amsterdam-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kornit Digital,EVBP-DEV1,eu-amsterdam-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kornit Digital,EVBP-DEV2,eu-amsterdam-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kornit Digital,EVBP-TEST,eu-amsterdam-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kpmg Lower Gulf Limited,ELZW,me-dubai-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kpmg Lower Gulf Limited,ELZW-DEV1,me-dubai-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kpmg Lower Gulf Limited,ELZW-DEV3,me-dubai-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kpmg Lower Gulf Limited,ELZW-TEST,me-dubai-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kuwait Finance House (KFH),ESQE,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kuwait Finance House (KFH),ESQE-DEV1,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kuwait Finance House (KFH),ESQE-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kuwait Food Company,EUCB,me-dubai-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kuwait Food Company,EUCB-DEV1,me-dubai-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kuwait Food Company,EUCB-DEV10,me-dubai-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kuwait Food Company,EUCB-DEV4,me-dubai-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kuwait Food Company,EUCB-DEV7,me-dubai-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Kuwait Food Company,EUCB-TEST,me-dubai-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,LA SOCIETE DES ETABLISSEMENTS DE PLEIN AIR DU QUEBEC,EWPH,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,LA SOCIETE DES ETABLISSEMENTS DE PLEIN AIR DU QUEBEC,EWPH-DEV1,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,LA SOCIETE DES ETABLISSEMENTS DE PLEIN AIR DU QUEBEC,EWPH-TEST,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Land O'Lakes, Inc.",EIKX,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Land O'Lakes, Inc.",EIKX-TEST,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Land O'Lakes, Inc.",EIKZ,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Land O'Lakes, Inc.",EIKZ-TEST,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Lowe's Companies Inc,EWBQ,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Lowe's Companies Inc,EWBQ-DEV1,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Lowe's Companies Inc,EWBQ-DEV2,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Lowe's Companies Inc,EWBQ-DEV3,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Lowe's Companies Inc,EWBQ-DEV4,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Lowe's Companies Inc,EWBQ-DEV5,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Lowe's Companies Inc,EWBQ-TEST,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Lowell Group Shared Services Limited,ETMX,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Lowell Group Shared Services Limited,ETMX-DEV1,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Lowell Group Shared Services Limited,ETMX-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,MCB,EKBD,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,MCB,EKBD-DEV1,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,MCB,EKBD-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,MEDICAL MANAGEMENT INTERNATIONAL INC,EHLQ,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,MEDICAL MANAGEMENT INTERNATIONAL INC,EHLQ-DEV1,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,MEDICAL MANAGEMENT INTERNATIONAL INC,EHLQ-DEV11,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,MEDICAL MANAGEMENT INTERNATIONAL INC,EHLQ-DEV12,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,MEDICAL MANAGEMENT INTERNATIONAL INC,EHLQ-DEV18,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,MEDICAL MANAGEMENT INTERNATIONAL INC,EHLQ-DEV19,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,MEDICAL MANAGEMENT INTERNATIONAL INC,EHLQ-DEV2,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,MEDICAL MANAGEMENT INTERNATIONAL INC,EHLQ-DEV3,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,MEDICAL MANAGEMENT INTERNATIONAL INC,EHLQ-DEV4,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,MEDICAL MANAGEMENT INTERNATIONAL INC,EHLQ-TEST,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,MLC LIMITED,EFLY,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,MLC LIMITED,EFLY-DEV1,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,MLC LIMITED,EFLY-DEV2,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,MLC LIMITED,EFLY-TEST,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,MS Amlin Corporate Services Limited,ETOH,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,MS Amlin Corporate Services Limited,ETOH-DEV1,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,MS Amlin Corporate Services Limited,ETOH-DEV2,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,MS Amlin Corporate Services Limited,ETOH-DEV3,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,MS Amlin Corporate Services Limited,ETOH-DEV4,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,MS Amlin Corporate Services Limited,ETOH-TEST,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,MTN Group Management Services (Pty) Ltd,EHLE,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,MTN Group Management Services (Pty) Ltd,EHLE-DEV1,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,MTN Group Management Services (Pty) Ltd,EHLE-DEV2,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,MTN Group Management Services (Pty) Ltd,EHLE-DEV3,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,MTN Group Management Services (Pty) Ltd,EHLE-DEV4,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,MTN Group Management Services (Pty) Ltd,EHLE-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"MUFG Union Bank, N.A.",EMHV,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"MUFG Union Bank, N.A.",EMHV-TEST,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Macquarie Group Services Australia Pty Ltd,ELRT,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Macquarie Group Services Australia Pty Ltd,ELRT-DEV3,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Macquarie Group Services Australia Pty Ltd,ELRT-DEV3-DR,ap-melbourne-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Macquarie Group Services Australia Pty Ltd,ELRT-DEV7,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Macquarie Group Services Australia Pty Ltd,ELRT-DEV8,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Macquarie Group Services Australia Pty Ltd,ELRT-DR,ap-melbourne-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Macquarie Group Services Australia Pty Ltd,ELRT-TEST,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Macquarie Group Services Australia Pty Ltd,ESYT,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Macquarie Group Services Australia Pty Ltd,ESYT-TEST,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Macy's Systems and Technology, Inc.",EBWH,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Macy's Systems and Technology, Inc.",EBWH-DEV10,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Macy's Systems and Technology, Inc.",EBWH-DEV4,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Macy's Systems and Technology, Inc.",EBWH-DEV5,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Macy's Systems and Technology, Inc.",EBWH-DEV6,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Macy's Systems and Technology, Inc.",EDAU-TEST,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Magnitogorsk Iron and Steel Works OJSC,EPDW,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Magnitogorsk Iron and Steel Works OJSC,EPDW-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Magnitogorsk Iron and Steel Works OJSC,ETWR,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Magnitogorsk Iron and Steel Works OJSC,ETWR-DEV1,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Magnitogorsk Iron and Steel Works OJSC,ETWR-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Malaysian Industrial Development Finance Bhd,EQQQ,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Malaysian Industrial Development Finance Bhd,EQQQ-TEST,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"ManpowerGroup Global, Inc",EOLH,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"ManpowerGroup Global, Inc",EOLH-DEV1,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"ManpowerGroup Global, Inc",EOLH-DEV2,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"ManpowerGroup Global, Inc",EOLH-DEV3,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"ManpowerGroup Global, Inc",EOLH-DEV4,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"ManpowerGroup Global, Inc",EOLH-TEST,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Mashreq Bank PSC,EUDV,me-dubai-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Mashreq Bank PSC,EUDV-DEV1,me-dubai-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Mashreq Bank PSC,EUDV-TEST,me-dubai-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Mashreq Bank PSC,HCLD,me-dubai-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Mashreq Bank PSC,HCLD-DEV1,me-dubai-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Mashreq Bank PSC,HCLD-DEV3,me-dubai-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Mashreq Bank PSC,HCLD-TEST,me-dubai-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Medicines and Healthcare Products Regulatory Agency,ECKX,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Medicines and Healthcare Products Regulatory Agency,ECKX-DEV1,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Medicines and Healthcare Products Regulatory Agency,ECKX-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Medicines and Healthcare Products Regulatory Agency,ECKXDEV-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Ministry of Defence (MOD) - DataCentre Services (D,EUEZ,uk-gov-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Ministry of Defence (MOD) - DataCentre Services (D,EUEZ-DEV1,uk-gov-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Ministry of Defence (MOD) - DataCentre Services (D,EUEZ-TEST,uk-gov-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Ministry of Social Development,ERZM,ap-melbourne-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Ministry of Social Development,ERZM-DEV1,ap-melbourne-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Ministry of Social Development,ERZM-DEV2,ap-melbourne-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Ministry of Social Development,ERZM-DEV3,ap-melbourne-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Ministry of Social Development,ERZM-DEV4,ap-melbourne-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Ministry of Social Development,ERZM-TEST,ap-melbourne-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Miracle A/S,HDSE,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Miracle A/S,HDSE-DEV1,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Miracle A/S,HDSE-DEV3,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Miracle A/S,HDSE-DEV5,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Miracle A/S,HDSE-DEV6,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Miracle A/S,HDSE-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Missions and Initiatives Affairs Office,EUYH,me-jeddah-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Missions and Initiatives Affairs Office,EUYH-TEST,me-jeddah-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Missions and Initiatives Affairs Office,EUYN,me-jeddah-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Missions and Initiatives Affairs Office,EUYN-TEST,me-jeddah-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Mizuho Bank,LTD.",EODA,ap-tokyo-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Mizuho Bank,LTD.",EODA-DEV1,ap-tokyo-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Mizuho Bank,LTD.",EODA-DEV2,ap-tokyo-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Mizuho Bank,LTD.",EODA-DEV3,ap-tokyo-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Mizuho Bank,LTD.",EODA-DEV4,ap-tokyo-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Mizuho Bank,LTD.",EODA-TEST,ap-tokyo-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Monte Carlo SBM,EVEX,eu-amsterdam-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Monte Carlo SBM,EVEX-DEV1,eu-amsterdam-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Monte Carlo SBM,EVEX-TEST,eu-amsterdam-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"NSW Electricity Networks Operations Pty Limited, as trustee for NSW Electricity Networks Operations Trust",EREQ,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"NSW Electricity Networks Operations Pty Limited, as trustee for NSW Electricity Networks Operations Trust",EREQ-DEV1,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"NSW Electricity Networks Operations Pty Limited, as trustee for NSW Electricity Networks Operations Trust",EREQ-DEV2,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"NSW Electricity Networks Operations Pty Limited, as trustee for NSW Electricity Networks Operations Trust",EREQ-DEV3,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"NSW Electricity Networks Operations Pty Limited, as trustee for NSW Electricity Networks Operations Trust",EREQ-DEV4,ap-sydney-1
