Service Item In Oks,Service Item Description,Customer Name,Pod Name,Data Center Name
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,American Electric Power Service Corporation,EGHD-TEST,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Amplifon S.p.a.,EFUF,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Amplifon S.p.a.,EFUF-DEV1,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Amplifon S.p.a.,EFUF-DEV16,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Amplifon S.p.a.,EFUF-DEV19,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Amplifon S.p.a.,EFUF-DEV2,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Amplifon S.p.a.,EFUF-DEV22,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Amplifon S.p.a.,EFUF-DEV25,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Amplifon S.p.a.,EFUF-DEV28,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Amplifon S.p.a.,EFUF-DEV5,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Amplifon S.p.a.,EFUF-DEV6,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Amplifon S.p.a.,EFUF-DEV7,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Amplifon S.p.a.,EFUF-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Amplifon S.p.a.,EKLO,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Amplifon S.p.a.,EKLO-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,An Post,EWND,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,An Post,EWND-DEV1,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,An Post,EWND-DEV2,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,An Post,EWND-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Arab National Bank,EVHN,me-jeddah-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Arab National Bank,EVHN-DEV1,me-jeddah-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Arab National Bank,EVHN-TEST,me-jeddah-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Arabian Internet & Communications Services Company Ltd,ENHJ,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Arabian Internet & Communications Services Company Ltd,ENHJ-DEV1,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Arabian Internet & Communications Services Company Ltd,ENHJ-DEV2,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Arabian Internet & Communications Services Company Ltd,ENHJ-DEV3,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Arabian Internet & Communications Services Company Ltd,ENHJ-TEST,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Arabian Internet & Communications Services Company Ltd,EPWQ,me-jeddah-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Arabian Internet & Communications Services Company Ltd,EPWQ-DEV1,me-jeddah-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Arabian Internet & Communications Services Company Ltd,EPWQ-DR,eu-amsterdam-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Arabian Internet & Communications Services Company Ltd,EPWQ-TEST,me-jeddah-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Aramark Services, Inc.",EKQP,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Aramark Services, Inc.",EKQP-TEST,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Aramark Services, Inc.",EWYY,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Aramark Services, Inc.",EWYY-DEV1,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Aramark Services, Inc.",EWYY-DEV2,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,"Aramark Services, Inc.",EWYY-TEST,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Arcadis NV,EBCS,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Arcadis NV,EBCS-DEV21,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Arcadis NV,EBCS-DEV3,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Arcadis NV,EBCS-DEV34,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Arcadis NV,EBCS-DEV37,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Arcadis NV,EBCS-DEV4,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Arcadis NV,EBCS-DEV40,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Arcadis NV,EBCS-DEV43,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Arcadis NV,EBCS-DEV46,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Arcadis NV,EBCS-DEV49,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Arcadis NV,EBCS-DEV5,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Arcadis NV,EBCS-DEV52,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Arcadis NV,EBCS-DEV6,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Arcadis NV,EBCS-DEV7,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Arcadis NV,EBCS-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Arcadis NV,EBCSDEV-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Arcadis NV,EBCSDEV2-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Arcadis NV,ECVP-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Arcadis NV,EEMJ-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Arcadis NV,EGIR-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Arcadis NV,EGIT-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Arcadis NV,EGIU-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Arcadis NV,EGIV-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,ArcelorMittal Europe S.A,EMFG,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,ArcelorMittal Europe S.A,EMFG-DEV1,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,ArcelorMittal Europe S.A,EMFG-DEV2,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,ArcelorMittal Europe S.A,EMFG-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Assicurazioni Generali S.p.a.,HCCX,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Assicurazioni Generali S.p.a.,HCCX-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Assicurazioni Generali S.p.a.,HCCXDEV-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Assicurazioni Generali S.p.a.,HCCXDEV2-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Assicurazioni Generali S.p.a.,HCZQ-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Australian Red Cross Society,ESJI,ap-melbourne-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Australian Red Cross Society,ESJI-DEV1,ap-melbourne-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Australian Red Cross Society,ESJI-DEV3,ap-melbourne-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Australian Red Cross Society,ESJI-DEV5,ap-melbourne-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Australian Red Cross Society,ESJI-TEST,ap-melbourne-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,AustralianSuper Pty Ltd as the trustee for AustralianSuper,EJJL,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,AustralianSuper Pty Ltd as the trustee for AustralianSuper,EJJL-DEV1,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,AustralianSuper Pty Ltd as the trustee for AustralianSuper,EJJL-DEV2,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,AustralianSuper Pty Ltd as the trustee for AustralianSuper,EJJL-TEST,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Axa Group Solutions SAS,FGN,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Axa Group Solutions SAS,HCAC,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Axa Group Solutions SAS,HCAC-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Axa Group Solutions SAS,HCACDEV1-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Axis Bank Limited,HDNZ,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Axis Bank Limited,HDNZ-DEV1,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Axis Bank Limited,HDNZ-DEV2,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Axis Bank Limited,HDNZ-TEST,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,BANK ISLAM MALAYSIA BERHAD,EVOV,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,BANK ISLAM MALAYSIA BERHAD,EVOV-DEV1,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,BANK ISLAM MALAYSIA BERHAD,EVOV-TEST,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,BAPCO - Bahrain Petroleum Company,EPIH,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,BAPCO - Bahrain Petroleum Company,EPIH-DEV1,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,BAPCO - Bahrain Petroleum Company,EPIH-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,BNP Paribas Asset Management France,EVCF,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,BNP Paribas Asset Management France,EVCF-DEV1,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,BNP Paribas Asset Management France,EVCF-DEV2,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,BNP Paribas Asset Management France,EVCF-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,BPIfrance,EOKU,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,BPIfrance,EOKU-DEV1,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,BPIfrance,EOKU-DEV2,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,BPIfrance,EOKU-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,BRITISH COLUMBIA PENSION CORPORATION,EXBY,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,BRITISH COLUMBIA PENSION CORPORATION,EXBY-TEST,ca-toronto-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,BUPA Arabia for Cooperative Insurance,EPXG,me-jeddah-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,BUPA Arabia for Cooperative Insurance,EPXG-DR,eu-amsterdam-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,BUPA Arabia for Cooperative Insurance,EPXG-TEST,me-jeddah-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Banco Santander Chile,EGAX,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Banco Santander Chile,EGAX-DEV1,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Banco Santander Chile,EGAX-TEST,us-ashburn-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Bank for International Settlements,EIXF,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Bank for International Settlements,EIXF-DEV1,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Bank for International Settlements,EIXF-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Bank of Ayudhya Public Company Limited,EWOC,ap-singapore-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Bank of Ayudhya Public Company Limited,EWOC-DEV1,ap-singapore-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Bank of Ayudhya Public Company Limited,EWOC-DEV2,ap-singapore-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Bank of Ayudhya Public Company Limited,EWOC-TEST,ap-singapore-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Bank of Thailand,EXFJ,ap-singapore-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Bank of Thailand,EXFJ-TEST,ap-singapore-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Bankia S.A.,EPQN,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Bankia S.A.,EPQN-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Barwon Health,EOLQ,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Barwon Health,EOLQ-DEV1,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Barwon Health,EOLQ-TEST,ap-sydney-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Batelco,ERHT,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Batelco,ERHT-DEV1,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Batelco,ERHT-TEST,uk-london-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Batelco,EXJJ,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Batelco,EXJJ-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Beazley Management Limited,HCBL,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Beazley Management Limited,HCBL-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Beazley Management Limited,HCBLDEV-TEST,eu-frankfurt-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Berkshire Hathaway Energy Company,EFXS,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Berkshire Hathaway Energy Company,EFXS-DEV1,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Berkshire Hathaway Energy Company,EFXS-DEV2,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Berkshire Hathaway Energy Company,EFXS-DEV5,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Berkshire Hathaway Energy Company,EFXS-DEV7,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Berkshire Hathaway Energy Company,EFXS-DEV9,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Berkshire Hathaway Energy Company,EFXS-TEST,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Berkshire Hathaway Energy Company,ESSF,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Berkshire Hathaway Energy Company,ESSF-DEV1,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Berkshire Hathaway Energy Company,ESSF-DEV11,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Berkshire Hathaway Energy Company,ESSF-DEV13,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Berkshire Hathaway Energy Company,ESSF-DEV15,us-phoenix-1
B85679,Oracle Database Vault and Break Glass for Fusion Cloud Service - Each,Berkshire Hathaway Energy Company,ESSF-DEV17,us-phoenix-1
